node,centrality,community,density,name,type,betwness,closeness,eign,volatility
132,3,0,0.044326241134751775,User_132,outgoing,0.0043070880734468,0.2248672193884615,1.3757086635121712e-05,0
701,3,0,0.044326241134751775,User_701,outandin,0.0821099237453163,0.2611967422980179,0.0003171915523288,2
1546,3,0,0.044326241134751775,User_1546,outgoing,0.0016050451914578,0.210718270752783,1.8210159604537637e-06,0
1875,3,0,0.044326241134751775,User_1875,outandin,0.0071611735319395,0.237091353944345,0.0001393653589823,1
211,5,0,0.044326241134751775,User_211,outgoing,0.0078935617956018,0.2387514461743818,3.259589353069277e-05,0
1626,5,0,0.044326241134751775,User_1626,outgoing,0.0042981780857069,0.2930300952655889,0.0114503512852734,1
1,11,0,0.044326241134751775,User_1,outgoing,0.0128752759550488,0.2745816412444757,0.0005429509584286,0
3,42,0,0.044326241134751775,User_3,outgoing,0.231416622942155,0.2826514860135296,0.0003246444072488,0
1838,1,1,0.050241545893719805,User_1838,outandin,0.0,0.2231282105532146,3.797734722610944e-06,1
1856,1,1,0.050241545893719805,User_1856,outandin,0.0,0.2231282105532146,3.797734722610944e-06,1
1857,1,1,0.050241545893719805,User_1857,outandin,0.0,0.2231282105532146,3.797734722610944e-06,1
924,1,1,0.050241545893719805,User_924,outandin,0.0,0.2302507808102847,0.0002506259979956,2
1767,1,1,0.050241545893719805,User_1767,outgoing,0.0,0.2302507808102847,0.0002506259979956,1
1842,1,1,0.050241545893719805,User_1842,outandin,0.0,0.2302507808102847,0.0002506259979956,1
1849,1,1,0.050241545893719805,User_1849,outandin,0.0,0.2302507808102847,0.0002506259979956,1
114,1,1,0.050241545893719805,User_114,outandin,0.0,0.2271826298848902,6.960041086651533e-05,2
318,1,1,0.050241545893719805,User_318,outgoing,0.0,0.2271826298848902,0.000139200821733,0
357,1,1,0.050241545893719805,User_357,outgoing,0.0,0.1882924306927478,1.0235448998588492e-05,0
553,1,1,0.050241545893719805,User_553,outgoing,0.0,0.2271826298848902,6.960041086651533e-05,2
808,1,1,0.050241545893719805,User_808,outandin,0.0,0.2138418027023682,9.745706516551732e-05,2
1319,1,1,0.050241545893719805,User_1319,outandin,0.0,0.2138418027023682,9.745706516551732e-05,2
1472,1,1,0.050241545893719805,User_1472,outgoing,0.0,0.2138418027023682,0.000129942753554,0
1898,1,1,0.050241545893719805,User_1898,outandin,0.0,0.1908796549312742,1.037509944594815e-05,1
973,1,1,0.050241545893719805,User_973,outandin,0.0,0.2271826298848902,6.960041086651533e-05,2
1279,1,1,0.050241545893719805,User_1279,outandin,0.0,0.2271826298848902,6.960041086651533e-05,2
1359,1,1,0.050241545893719805,User_1359,outgoing,0.0,0.1696420271098841,1.6657856121227352e-08,0
1505,1,1,0.050241545893719805,User_1505,outandin,0.0,0.2271826298848902,6.960041086651533e-05,2
1858,1,1,0.050241545893719805,User_1858,outandin,0.0,0.2271826298848902,6.960041086651533e-05,1
1891,1,1,0.050241545893719805,User_1891,outandin,0.0,0.2271826298848902,6.960041086651533e-05,1
1034,2,1,0.050241545893719805,User_1034,outgoing,0.0205596914098645,0.244350828625377,3.6283423111116725e-05,0
1452,2,1,0.050241545893719805,User_1452,outgoing,0.0,0.2389035171592062,0.001766067669664,2
1246,2,1,0.050241545893719805,User_1246,outgoing,0.0004161982558826,0.227458169763465,0.0003132379273105,0
1338,2,1,0.050241545893719805,User_1338,outgoing,0.0,0.2329680260496607,0.0008846352084013,0
1402,2,1,0.050241545893719805,User_1402,outandin,0.0078371631160635,0.2407435955968894,0.0006129530491778,2
1768,2,1,0.050241545893719805,User_1768,outgoing,0.0078371631160635,0.2407435955968894,0.0006129530491778,1
36,3,1,0.050241545893719805,User_36,outgoing,0.0002566076469078,0.2437157387524066,0.0001879328775362,0
1042,3,1,0.050241545893719805,User_1042,outgoing,0.0307157953207799,0.2861010846223904,0.0028749331619583,0
1403,3,1,0.050241545893719805,User_1403,outgoing,0.0042981780857069,0.235898441471669,0.0012574635276997,0
1859,3,1,0.050241545893719805,User_1859,outandin,0.0,0.2459531291409533,0.0063977776235127,1
1619,3,1,0.050241545893719805,User_1619,outgoing,0.0013081898570736,0.2248672193884615,0.0001826414220156,1
642,3,1,0.050241545893719805,User_642,outgoing,0.0038839145700192,0.2351589479247359,0.0003637810368701,0
1118,3,1,0.050241545893719805,User_1118,outgoing,0.0044709809336445,0.25498199995918,0.0002113649212901,0
1343,3,1,0.050241545893719805,User_1343,outgoing,0.0059904775142457,0.207340255356525,4.0937205094323934e-06,0
1796,4,1,0.050241545893719805,User_1796,outgoing,0.0297382701515688,0.2470873003557007,0.0003203334904329,1
143,4,1,0.050241545893719805,User_143,outgoing,0.0073997193608433,0.2449892370607144,0.0013695431535178,0
67,5,1,0.050241545893719805,User_67,outgoing,0.0031808918516642,0.2558516520736383,0.0001492305185821,0
673,5,1,0.050241545893719805,User_673,outgoing,0.0121462056011068,0.2470873003557007,0.000119952565454,0
711,5,1,0.050241545893719805,User_711,outgoing,0.0106278079189934,0.2399734625335597,0.0012746313618233,0
1789,6,1,0.050241545893719805,User_1789,outgoing,0.0308180056087099,0.2590321284115703,0.0005765005697686,1
1675,7,1,0.050241545893719805,User_1675,outgoing,0.0073598280728765,0.2797006129306143,0.0024603287880214,1
32,14,1,0.050241545893719805,User_32,outgoing,0.0629640379471981,0.2932592040187285,0.0009331565798733,0
697,17,1,0.050241545893719805,User_697,outgoing,0.092710484073231,0.2774249422632794,0.0079820188952773,0
95,18,1,0.050241545893719805,User_95,outgoing,0.0654770282464662,0.3056874669437276,0.0615986446219599,0
1601,24,1,0.050241545893719805,User_1601,outandin,0.0852001254217702,0.300303059999963,0.0171059379504759,3
1220,1,2,0.08695652173913043,User_1220,outandin,0.0,0.1953533968437259,1.4453780038641134e-05,2
278,1,2,0.08695652173913043,User_278,outgoing,0.0,0.2174368243130167,3.693191223579096e-05,0
298,1,2,0.08695652173913043,User_298,outgoing,0.0,0.1600164342747243,9.918051003861147e-10,0
1585,1,2,0.08695652173913043,User_1585,outgoing,0.0,0.1418602579198009,6.878544048970628e-10,1
928,1,2,0.08695652173913043,User_928,outgoing,0.0,0.164076343805754,2.477812644661645e-08,0
585,1,2,0.08695652173913043,User_585,outgoing,0.0,0.2174368243130167,0.0001846595611789,0
818,1,2,0.08695652173913043,User_818,outgoing,0.0,0.1616717766982559,9.410661318139964e-07,0
1130,1,2,0.08695652173913043,User_1130,outgoing,0.0,0.2174368243130167,3.693191223579096e-05,0
1208,1,2,0.08695652173913043,User_1208,outgoing,0.0,0.2174368243130167,3.693191223579096e-05,0
1000,1,2,0.08695652173913043,User_1000,outgoing,0.0,0.2089573938384143,4.65174875821692e-05,2
620,2,2,0.08695652173913043,User_620,outgoing,0.0042981780857069,0.1955571021584743,7.709831697514538e-05,0
323,2,2,0.08695652173913043,User_323,outandin,0.0042981780857069,0.1931403305561039,2.43738300155278e-07,2
69,2,2,0.08695652173913043,User_69,outgoing,0.0054440025090525,0.2448293224151134,7.514376867721899e-05,0
393,2,2,0.08695652173913043,User_393,outgoing,0.0042981780857069,0.1672963969402113,1.690117765057966e-07,0
418,2,2,0.08695652173913043,User_418,outgoing,0.0042981780857069,0.1990862642993385,6.089902411652857e-06,2
1678,2,2,0.08695652173913043,User_1678,outgoing,0.0163660274803461,0.2637682995358325,0.0028596756212775,1
423,3,2,0.08695652173913043,User_423,outgoing,0.0125013098839118,0.2247324876812186,0.0001229335389383,0
193,3,2,0.08695652173913043,User_193,outgoing,0.0111300535136177,0.2036256905211475,8.307739447062743e-06,0
42,4,2,0.08695652173913043,User_42,outgoing,0.0086204131383115,0.2432415836186471,5.989402948275004e-05,0
1285,4,2,0.08695652173913043,User_1285,outgoing,0.0219150999591081,0.2692595275950852,0.0057165143420903,0
27,8,2,0.08695652173913043,User_27,outgoing,0.0150179795066887,0.2470873003557007,0.0011838020778043,0
652,10,2,0.08695652173913043,User_652,outgoing,0.0174813959455991,0.2835060634466771,0.009077093064516,0
1565,10,2,0.08695652173913043,User_1565,outgoing,0.0344340616473026,0.2527483301482168,0.0014963257429048,0
1846,1,3,0.1,User_1846,outandin,0.0,0.200899047637897,2.2255845337078656e-05,1
1850,1,3,0.1,User_1850,outandin,0.0,0.200899047637897,2.2255845337078656e-05,1
1851,1,3,0.1,User_1851,outandin,0.0,0.200899047637897,2.2255845337078656e-05,1
168,1,3,0.1,User_168,outandin,0.0,0.1628651853842613,9.551864408124256e-07,2
1793,1,3,0.1,User_1793,outgoing,0.0,0.1503320729218251,1.9302018373238023e-08,1
1755,1,3,0.1,User_1755,outandin,0.0,0.2083769566333076,4.758459639434276e-05,3
1801,1,3,0.1,User_1801,outgoing,0.0,0.1654514874018322,9.05535008305152e-08,1
1880,1,3,0.1,User_1880,outandin,0.0,0.18867128870219,1.1110695882235365e-06,1
1800,2,3,0.1,User_1800,outgoing,0.0042981780857069,0.2011144889758465,2.2256213879749017e-05,1
1840,2,3,0.1,User_1840,outandin,0.0084751803381518,0.2308175519630484,0.0002508069327564,1
1893,2,3,0.1,User_1893,outandin,0.0041983862230205,0.1987697519554604,4.447013856691479e-05,1
1474,2,3,0.1,User_1474,outgoing,0.0042981780857069,0.1792061738843544,4.743964863648546e-06,0
1808,3,3,0.1,User_1808,outgoing,0.0050050965129872,0.2407435955968894,0.0005555030099149,1
1064,3,3,0.1,User_1064,outandin,0.0076140682087564,0.1973059031772508,0.0002347653715271,2
1375,3,3,0.1,User_1375,outgoing,0.0108274356157343,0.2215466756881003,0.0002914072696122,0
447,5,3,0.1,User_447,outgoing,0.0174710927597763,0.2456309901374943,0.0286956659719486,0
868,5,3,0.1,User_868,outgoing,0.0,0.2385995686640927,0.005337920320436,0
1557,6,3,0.1,User_1557,outandin,0.0078065239439373,0.2682965106866622,0.0116953013265617,2
44,8,3,0.1,User_44,outgoing,0.021574109714025,0.2560262948395589,0.0054684339833805,0
1876,8,3,0.1,User_1876,outandin,0.0278529132743913,0.2364933934047628,0.0002730785204714,1
1866,10,3,0.1,User_1866,outandin,0.0554798850739638,0.2951050526671548,0.1335447602685126,1
1072,1,4,1.0,User_1072,outgoing,0.0,0.0023094688221709,0.0,0
1158,1,4,1.0,User_1158,outgoing,0.0,0.0023094688221709,0.0,0
708,1,5,0.09881422924901186,User_708,outgoing,0.0,0.2309596809975085,0.0001738488661994,0
899,1,5,0.09881422924901186,User_899,outgoing,0.0,0.2309596809975085,0.0005215465985984,0
1255,1,5,0.09881422924901186,User_1255,outgoing,0.0,0.2309596809975085,0.0010430931971969,0
1380,1,5,0.09881422924901186,User_1380,outgoing,0.0,0.2309596809975085,0.0001738488661994,0
1248,1,5,0.09881422924901186,User_1248,outandin,0.0,0.1628651853842613,8.377816659126185e-08,2
1897,1,5,0.09881422924901186,User_1897,outandin,0.0,0.1387637891009817,6.819682152012873e-10,1
394,1,5,0.09881422924901186,User_394,outgoing,0.0,0.1854987744510157,1.910750163746824e-05,0
792,1,5,0.09881422924901186,User_792,outandin,0.0,0.1854987744510157,1.2738334424978826e-05,2
1716,1,5,0.09881422924901186,User_1716,outgoing,0.0,0.1853154752667755,7.782990820376003e-06,1
1833,1,5,0.09881422924901186,User_1833,outandin,0.0,0.2202457556899317,0.0002903748750979,1
1308,2,5,0.09881422924901186,User_1308,outgoing,0.0042981780857069,0.2312444648211798,0.001912369195192,0
187,2,5,0.09881422924901186,User_187,outandin,0.0042981780857069,0.1630067457366161,8.378371610286088e-08,2
503,2,5,0.09881422924901186,User_503,outgoing,0.0,0.2231282105532146,0.005547429549504,0
1190,3,5,0.09881422924901186,User_1190,outgoing,0.008585664186126,0.2315299518147862,0.0015649766844413,0
131,3,5,0.09881422924901186,User_131,outgoing,0.0128517663159695,0.1973059031772508,2.059059834281764e-05,0
346,4,5,0.09881422924901186,User_346,outandin,0.0316349496560236,0.2774249422632794,0.0028720972614173,2
1181,4,5,0.09881422924901186,User_1181,outgoing,0.0170644085193738,0.2492216092624277,0.0016863978763467,0
1629,4,5,0.09881422924901186,User_1629,outgoing,2.8511960767541983e-05,0.2459531291409533,0.0012288717167091,1
1852,6,5,0.09881422924901186,User_1852,outandin,0.0030930131440139,0.2799093447313088,0.0023275029152185,1
469,7,5,0.09881422924901186,User_469,outandin,0.0136062640777806,0.2435574817791908,0.0018619398830797,2
1756,9,5,0.09881422924901186,User_1756,outgoing,0.0162634700500366,0.2883001705918169,0.0713668469899524,1
1781,11,5,0.09881422924901186,User_1781,outgoing,0.0105912133264904,0.316789292179015,0.1040547014451293,1
9,12,5,0.09881422924901186,User_9,outgoing,0.0384726651758984,0.3069382339934155,0.0427277707222227,0
244,1,6,0.1,User_244,outgoing,0.0,0.2173108470104019,1.9451252659339515e-06,2
747,1,6,0.1,User_747,outandin,0.0,0.226907756769482,1.3693926285341858e-05,2
967,1,6,0.1,User_967,outgoing,0.0,0.226907756769482,1.3693926285341858e-05,0
539,1,6,0.1,User_539,outandin,0.0,0.2046254893289437,1.3110323557866542e-07,2
1283,1,6,0.1,User_1283,outandin,0.0,0.2046254893289437,1.3110323557866542e-07,2
1895,1,6,0.1,User_1895,outandin,0.0,0.1916599498926693,6.368942809509694e-07,1
1231,1,6,0.1,User_1231,outgoing,0.0,0.2173108470104019,9.725626329669758e-06,0
1892,1,6,0.1,User_1892,outandin,0.0,0.1877269879579348,2.942307049692129e-08,1
1762,1,6,0.1,User_1762,outgoing,0.0,0.167970677089097,1.6002976769407103e-09,1
145,2,6,0.1,User_145,outgoing,0.0,0.2298275256985011,0.0005543106463234,0
686,2,6,0.1,User_686,outandin,0.0,0.2399734625335597,6.84978828058645e-05,2
1281,2,6,0.1,User_1281,outgoing,0.0042981780857069,0.2048490016056547,3.933162196942335e-07,0
768,3,6,0.1,User_768,outgoing,0.0029806878985734,0.2280112595379658,2.314498343598987e-06,0
1021,3,6,0.1,User_1021,outgoing,0.0147987814654481,0.241208052694504,0.0001564905112297,0
645,3,6,0.1,User_645,outandin,0.0329284708189955,0.2743807768397613,0.0028870440707306,2
1517,3,6,0.1,User_1517,outgoing,0.0025938756308271,0.2233939975818664,9.798316424125176e-05,0
1649,4,6,0.1,User_1649,outandin,0.0709917278439539,0.2658246080368205,0.0002529354180243,3
1280,4,6,0.1,User_1280,outgoing,0.0047034806994391,0.2350116052255349,2.4101221597311754e-06,0
710,7,6,0.1,User_710,outgoing,0.0295150387015924,0.2621093794129656,3.221344664369579e-05,0
1783,13,6,0.1,User_1783,outgoing,0.0767413340610672,0.2832919349999651,0.000239002109499,1
492,16,6,0.1,User_492,outgoing,0.0774507966562752,0.2998229591846154,0.0033656748590895,2
844,1,7,1.0,User_844,outandin,0.0,0.0023094688221709,0.0,2
1673,1,7,1.0,User_1673,outgoing,0.0,0.0023094688221709,0.0,1
90,1,8,0.050241545893719805,User_90,outandin,0.0,0.2218087060555611,0.0016086924260569,2
155,1,8,0.050241545893719805,User_155,outandin,0.0,0.2572555020164292,0.0085607574591275,2
1814,1,8,0.050241545893719805,User_1814,outgoing,0.0,0.1725292189236218,6.130074146249577e-06,1
271,1,8,0.050241545893719805,User_271,outgoing,0.0,0.2572555020164292,0.0028535858197091,0
366,1,8,0.050241545893719805,User_366,outandin,0.0,0.2170593298263621,8.485508695596681e-05,2
420,1,8,0.050241545893719805,User_420,outandin,0.0,0.2259509168312974,0.0002462698987979,2
443,1,8,0.050241545893719805,User_443,outgoing,0.0,0.2018721861894261,0.0001393451544937,0
544,1,8,0.050241545893719805,User_544,outandin,0.0,0.2572555020164292,0.0028535858197091,2
601,1,8,0.050241545893719805,User_601,outandin,0.0,0.2020897208728199,0.000116119038972,2
635,1,8,0.050241545893719805,User_635,outandin,0.0,0.2259509168312974,0.0002462698987979,2
725,1,8,0.050241545893719805,User_725,outandin,0.0,0.2572555020164292,0.0028535858197091,2
805,1,8,0.050241545893719805,User_805,outandin,0.0,0.2572555020164292,0.0028535858197091,2
1002,1,8,0.050241545893719805,User_1002,outgoing,0.0,0.2259509168312974,0.0004925397975958,2
1075,1,8,0.050241545893719805,User_1075,outgoing,0.0,0.2572555020164292,0.0085607574591275,0
1883,1,8,0.050241545893719805,User_1883,outandin,0.0,0.2068828030556832,0.0021132537147782,1
1349,1,8,0.050241545893719805,User_1349,outgoing,0.0,0.2572555020164292,0.0057071716394183,0
1398,1,8,0.050241545893719805,User_1398,outgoing,0.0,0.2572555020164292,0.0028535858197091,2
1548,1,8,0.050241545893719805,User_1548,outandin,0.0,0.2105999561706646,0.0006062335649352,2
1772,1,8,0.050241545893719805,User_1772,outgoing,0.0,0.2572555020164292,0.0085607574591275,1
1871,1,8,0.050241545893719805,User_1871,outandin,0.0,0.2572555020164292,0.0256822723773825,1
1731,1,8,0.050241545893719805,User_1731,outgoing,0.0,0.2170593298263621,8.485508695596681e-05,1
1869,1,8,0.050241545893719805,User_1869,outandin,0.0,0.2020897208728199,0.000116119038972,1
1727,2,8,0.050241545893719805,User_1727,outandin,0.0,0.2604711957916346,0.0314228862036634,3
234,2,8,0.050241545893719805,User_234,outgoing,0.0,0.2599296756340636,0.0228316472284809,0
828,2,8,0.050241545893719805,User_828,outandin,6.415191172696946e-05,0.223927475785047,0.0064955451140445,2
520,2,8,0.050241545893719805,User_520,outgoing,0.0042981780857069,0.2576088749587595,0.0114160446326878,0
1811,2,8,0.050241545893719805,User_1811,outgoing,0.0,0.258140758389507,0.0256897035884552,1
719,2,8,0.050241545893719805,User_719,outgoing,0.0085749722008382,0.211074013472118,0.0009093654066158,0
755,2,8,0.050241545893719805,User_755,outgoing,0.0,0.2639539211400097,0.0146913535084657,2
1175,2,8,0.050241545893719805,User_1175,outandin,0.0022980640378638,0.2576088749587595,0.0085620322734087,2
525,3,8,0.050241545893719805,User_525,outgoing,0.0055751575285832,0.2111928614526767,0.0004564783021239,0
175,3,8,0.050241545893719805,User_175,outgoing,0.0043409460268582,0.2116695947742403,0.0015062064955361,0
1730,3,8,0.050241545893719805,User_1730,outgoing,0.0040600522990823,0.2372413168500656,0.0149330497128062,1
1862,3,8,0.050241545893719805,User_1862,outandin,0.008585664186126,0.2579632200412337,0.0142698194604064,1
1168,3,8,0.050241545893719805,User_1168,outgoing,0.0042981780857069,0.2658246080368205,0.5193937055628585,0
1864,3,8,0.050241545893719805,User_1864,outandin,0.0,0.2743807768397613,0.0289189032494813,1
93,4,8,0.050241545893719805,User_93,outgoing,0.0168562118058525,0.2615610334309301,0.0057096306419962,0
1872,4,8,0.050241545893719805,User_1872,outandin,0.0074862480703512,0.2389035171592062,0.0016818570653109,1
810,6,8,0.050241545893719805,User_810,outgoing,0.0066538075872179,0.2681047333380656,0.1227752743303525,0
1792,6,8,0.050241545893719805,User_1792,outgoing,0.0682195429156231,0.2586748427172095,0.0010187377126221,1
1657,7,8,0.050241545893719805,User_1657,outandin,0.011289489065663,0.2828646470135398,0.0208554782658128,3
1868,8,8,0.050241545893719805,User_1868,outandin,0.0209577252478843,0.27199312686001,0.0744997142584778,1
1878,9,8,0.050241545893719805,User_1878,outandin,0.0364115096120485,0.2972096053406923,0.0350956022130177,1
398,10,8,0.050241545893719805,User_398,outgoing,0.0045576878429072,0.2909841132195142,0.3953813421363967,0
1052,12,8,0.050241545893719805,User_1052,outgoing,0.1084571165915789,0.2981546279331906,0.0605279190670505,0
1624,53,8,0.050241545893719805,User_1624,outgoing,0.1433311680905983,0.3551879942613199,0.7011497866452885,1
183,1,9,0.13333333333333333,User_183,outandin,0.0,0.1564130616930583,3.7572710416079467e-07,2
1854,1,9,0.13333333333333333,User_1854,outandin,0.0,0.1735671087181646,8.372019815064605e-06,1
985,1,9,0.13333333333333333,User_985,outandin,0.0,0.1792061738843544,1.2720675987598432e-05,2
1313,1,9,0.13333333333333333,User_1313,outgoing,0.0,0.2171850155992784,0.0001837884269975,0
1642,1,9,0.13333333333333333,User_1642,outandin,0.0,0.1877269879579348,2.0518299238326544e-05,3
1616,2,9,0.13333333333333333,User_1616,outandin,0.0061464659424628,0.2197296555008516,0.0001151249497387,3
1676,2,9,0.13333333333333333,User_1676,outgoing,0.0042981780857069,0.1879150911522814,3.0782036360357905e-05,1
224,2,9,0.13333333333333333,User_224,outgoing,0.0042981780857069,0.2132339522114575,0.0010288324102102,0
1877,2,9,0.13333333333333333,User_1877,outandin,0.0042981780857069,0.2021986641185734,2.1044393812148035e-06,1
674,3,9,0.13333333333333333,User_674,outgoing,0.0,0.2376923459695524,0.0004802956400056,0
983,3,9,0.13333333333333333,User_983,outgoing,0.0042981780857069,0.2218087060555611,0.0031255660849106,0
1758,3,9,0.13333333333333333,User_1758,outgoing,0.0018793455283062,0.259749668933486,0.0063931205436331,1
1881,5,9,0.13333333333333333,User_1881,outandin,0.017117868445813,0.2350116052255349,0.0025207525086306,1
1865,9,9,0.13333333333333333,User_1865,outandin,0.1332029751984205,0.280747396661642,0.0010229381600213,1
1644,10,9,0.13333333333333333,User_1644,outgoing,0.0103383085316303,0.2759959690507386,0.0210646933310214,1
1079,11,9,0.13333333333333333,User_1079,outandin,0.0128777834801699,0.2830781297660028,0.0225856809407949,2
316,1,10,0.14285714285714285,User_316,outandin,0.0,0.1804129494660672,8.146396068276222e-07,2
1720,1,10,0.14285714285714285,User_1720,outandin,0.0,0.2010067105787533,6.3989832243553856e-06,3
1397,1,10,0.14285714285714285,User_1397,outgoing,0.0,0.2150679598279551,3.235192882444825e-05,0
1837,2,10,0.14285714285714285,User_1837,outandin,0.0058736803035301,0.2332577872760906,0.0002509468444492,1
1843,2,10,0.14285714285714285,User_1843,outandin,0.0037903851558585,0.2308175519630484,0.0002506744582705,1
1026,2,10,0.14285714285714285,User_1026,outgoing,0.000310067573347,0.2188322765110582,0.0001148396829309,0
1845,2,10,0.14285714285714285,User_1845,outandin,0.0016622982269633,0.2109552991788266,2.6060111516788918e-05,1
1097,3,10,0.14285714285714285,User_1097,outgoing,0.0273259904851513,0.2303922124938291,3.820287870025004e-05,0
681,3,10,0.14285714285714285,User_681,outgoing,0.0041899217346676,0.2282888143274216,7.885538635178225e-05,0
1844,3,10,0.14285714285714285,User_1844,outandin,0.0070886867316813,0.2158104268929538,1.1910252516354704e-05,1
509,4,10,0.14285714285714285,User_509,outgoing,0.0043489650158241,0.2236604185688454,6.673829145934269e-05,0
1700,4,10,0.14285714285714285,User_1700,outandin,0.0,0.274984253621667,0.0143826529537115,3
429,6,10,0.14285714285714285,User_429,outgoing,0.0288482167619965,0.256201176188493,0.0007861444772547,0
1839,9,10,0.14285714285714285,User_1839,outandin,0.0264315191302296,0.2794921922056287,0.0026497798847361,1
140,1,11,0.10526315789473684,User_140,outgoing,0.0,0.211074013472118,0.0006104295684436,2
302,1,11,0.10526315789473684,User_302,outgoing,0.0,0.211074013472118,0.0006104295684436,0
317,1,11,0.10526315789473684,User_317,outandin,0.0,0.1756808065292523,6.777151848841979e-07,2
431,1,11,0.10526315789473684,User_431,outgoing,0.0,0.2150679598279551,0.0006904244023962,0
454,1,11,0.10526315789473684,User_454,outgoing,0.0,0.1575960176218293,3.191785499095085e-10,0
1416,1,11,0.10526315789473684,User_1416,outgoing,0.0,0.1894335969393706,1.1765721701748629e-07,0
1669,1,11,0.10526315789473684,User_1669,outgoing,0.0,0.1894335969393706,7.843814467832416e-08,1
1867,1,11,0.10526315789473684,User_1867,outandin,0.0,0.1894335969393706,3.921907233916208e-08,1
1752,1,11,0.10526315789473684,User_1752,outandin,0.0,0.2104817743770784,6.467881413091611e-06,3
367,2,11,0.10526315789473684,User_367,outgoing,0.0042981780857069,0.2164330767108793,0.0001665200562936,0
474,2,11,0.10526315789473684,User_474,outgoing,0.0012178171242836,0.2635829388193632,0.0087272747580093,0
